addr:housenumber,payment:cash,contact:twitter,entrance,addr:street,drink,name:he,level,layer,guest_house,coffee,name:en,reservation,payment:notes,museum,service:bicycle:pump,article,roof:shape,memorial,internet_access:fee,name:de,payment:lightning,survey:date,title,addr:city,comment,lgbtq,tollFree,brand,contact:facebook,accessibility,description,latitude,disused:shop,name:ru,brand:wikipedia,source,addr:housename,common_tags,wikipedia,image,designation,brand:wikidata,wheelchair,checkIn,source:date,directions,name,description:ru,lastEdit,wheelchair:description,addr:postcode,diet:vegan,contact:tripadvisor,official_name,last_checked,second_hand,rooms,denomination,changing_table:wheelchair,address,checkOut,note,wheelchair:description:de,disused:tourism,wikidata,email,ref:rce,heritage,surveillance,check_date:opening_hours,takeaway,start_date,historic,indoor_seating,check_date,stroller,cuisine,beauty,craft_beer,payment:credit_cards,payment:onchain,addr:country,name:zh,shop,building:architecture,wikimedia_commons,religion,wifi,alt_name,unisex,contact:website,longitude,toilets:wheelchair,diet:vegetarian,name:ko,fee,name:lb,sport,contact:instagram,name:es,brewery,landuse,highchair,ref:bag,hours,drink:club-mate,stars,contact:phone,changing_table,toilets,url,name:da,changing_table:location,internet_access,alt,building,name:uk,outdoor_seating,atm,fax,name:nl,smoking,diet:gluten_free,heritage:operator,drive_through,toilets:access,opening_hours,name:ml,currency:XBT,operator,type,payment:coins,air_conditioning,delivery,bicycle_rental,landmark,building:levels,phone,contact:email,amenity,access,int_name,old_name,price,tourism,website,meal,Micheline,category,Service,room_facilities,accommodation_type,drink type,music type,Ambiental,price range,private_bath,air_conditioning,bath,balcony,view,kitchen,tv,bed_number,size
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Frederic,,,,,,,,"Bike, insurance, bags, locks, and children seats all included in the asking price. Close to Centraal Station. Bikes are offered ""incognito"", for the discerning guest who does not want to appear ""touristy"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brouwersgracht 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.frederic.nl/en/,,,,,,,,,,,,,,,,,,,,other,,,,,,,+31 20 624-5509,,,,,,"€8 (3 hr), €10 (day till 17:30), €15 (24 hr), €25 (2 days), €35 (3 days)",,,,,,,,,,,,"Based on the prices you provided, I would categorize this place as follows:

- 3-hour activity for €8: Cheap
- Full-day activity until 17:30 for €10: Cheap
- 24-hour activity for €15: Medium
- 2-day activity for €25: Expensive
- 3-day activity for €35: Expensive",,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,MacBike,,,,,,,,"Perhaps the most ubiquitous bicycle rental agency in Amsterdam, their bicycles are painted red with a MacBike sign on the front, everyone will know you're visiting. The bicycles are reliable, and in a good condition. Several locations around the city center for assistance or repairs. Online bicycle reservations at their website.",,,,,,,,,,,,,,,tram or metro to Centraal Station,,,,,,,,,,,,,,Stationsplein 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 hours daily,,,,,,http://www.macbike.nl,,,,,,,,,,,,,,,,,,,,other,,,,,,,+31 20 625-3845,,,,,,"€7.50 (3 hr), €9.75 (24 hr), every day extra €6",,,,,,,,,,,,"Based on the price ranges you provided:
- €7.50 (3 hr) will be categorized as **cheap** activity
- €9.75 (24 hr) will be categorized as **cheap** activity
- every day extra €6 will be categorized as **medium** activity

Let me know if you need help with anything else!",,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Orangebike,,,,,,,,"Their bikes are not so obviously colored, more discrete, reliable and sturdy. The typical Dutch granny bikes are available. Online reservations can be made.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@orange-bike.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00-18:00 daily,,,,,,http://www.orange-bike.nl,,,,,,,,,,,,,,,,,,,,other,,,,,,,+31 20 354-1781,,,,,,"€5 (1 hr), €6.50 (3 hr), €9.50 (day till 18:00), €11 (24 hr), €17.50 (2 days)",,,,,,,,,,,,"Based on the price ranges given, the categorization would be as follows:
- €5 (1 hr): Cheap
- €6.50 (3 hr): Cheap
- €9.50 (day till 18:00): Medium
- €11 (24 hr): Medium
- €17.50 (2 days): Expensive",,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Rent a bike Damstraat,,,,,,,,"Daily to weekly rentals. They have promotions in place with several hotels for ""discount tickets"", ask at the front desk. Offers repairs for your bike and also has new and used bike sales.",,,,,,,,,,,,,,,"tram 4, 9, 16 or 24 to Dam",,,,,,,,,,,,,,Damstraat 20-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00-18:00 daily,,,,,,http://www.rentabike.nl,,,,,,,,,,,,,,,,,,,,other,,,,,,,+31 20 625-5029,,,,,,"€12.50 for the first 24 hr, insurance included",,,,,,,,,,,,This activity would be categorized as medium in terms of pricing.,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Star Bikes Rental,,,,,,,,"Classic and solid Dutch bikes for those who want to fit in with the locals. They have the traditional black granny, pick-ups, tandems, bikes for kids and for disabled needs. You can also arrange exclusive picnic and barbecue sets within your rental.",,,,,,,,,,,,,,,tram or metro to Centraal Station,,,,,,,,,,,,,,De Ruyterkade 127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M-F 08:00-19:00, Sa Su 09:00-19:00",,,,,,http://www.starbikesrental.com,,,,,,,,,,,,,,,,,,,,other,,,,,,,+31 20 620-3215,,,,,,"€5 (4 hr), €7 (a day) or €9 (24 hr), 2 lockers included",,,,,,,,,,,,"Based on the prices provided, this place would be categorized as cheap.",,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,OV-fiets,,,,,,,,"This cycle hire service, run by Dutch Railways (NS), is mostly used by Dutch residents, as a Dutch bank account is required for the yearly subscription. Also an OV-chipkaart is needed. If you manage to obtain these, it's a very good option due to its ubiquity and low cost.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"any Amsterdam train station (except Holendrecht and Science Park), plus other locations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ov-fiets.nl/,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,"€10 per year (subscription), plus €3.15 per 24 hr (usage)",,,,,,,,,,,,"This place would be categorized as medium-priced, as the subscription cost is around 8 euros (cheap) and the usage cost is around 3 euros (cheap), making the overall price fall around the 15 euro mark (medium).",,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Amsterdam Boats B.V.,,,,,,,,"Personal rental of a wide variety of boats. You can rent a ''gondola'', hand made by a girl from Amsterdam. She traveled to Venice to learn the craft, then built her own Gondola which she brought back to Amsterdam.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.rentaboatamsterdam.com,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Amsterdam Jewel Cruises,,,,,,,,"An evening dinner cruise. It is the only classic boat offering a private table for a romantic candlelight dinner. A la carte dining, but not cheap! The cruise starts at 19:30 and lasts just under three hours.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.amsterdamjewelcruises.com,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,€99-113,,,,,Nothing,,,,,,,Expensive,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Boaty,,,,,,,,Boaty offers rental boats so you can do your own private tour (or choose one of the provided canal routes). These rental boats are electrically driven which means they are silent and free of exhaust fumes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.amsterdamrentaboat.com,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Boaty offers a type of activity related to Boating.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Boats4rent,,,,,,,,Boats4rent has self operated rental boats at the Westerpark. With a three or four hour rental you can make a private trip on the Amsterdam canals and the Amstel river.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.rentalboatsinamsterdam.com,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Boating,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Canal Company,,,,,,,,"The Canal Hopper runs three fixed routes, stopping near major attractions (Rijksmuseum, Anne Frank's House, etc.). You can get on or off as often as you like, but it is relatively expensive with €20 per 24 hours. The first boats start between 09:15 and 10:45, depending on which stop you get on. The last boats start dropping off at around 19:00. It also has four locations for renting your own boat; two-seater canal bikes cost €8 per person per hour.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.canal.nl/en,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Lovers Company,,,,,,,,"Starts opposite the Rijksmuseum, but you cannot get on or off. The cruise takes about 1 hr 30 min.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.lovers.nl/en/,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,€12,,,,,Nothing,,,,,,,This activity would be categorized as cheap.,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Chinese New Year,,,,,,,,Celebrated with festivities in Chinatown.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Imagine Film Festival,,,,,,,,"A two weeks celebration of drive-in, exploitation and cult films, generally of the lower budget variety. Takes up all the screening rooms of the EYE Film Institute in Noord.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imaginefilmfestival.nl,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,King's Day,,,,,,,,"Formerly Queen's Day, this national holiday, nominally in celebration of the King's birthday, is difficult to describe to anyone who's never been there. The city turns into one giant mass of orange-dressed people with flea markets, bands playing, and many on-street parties, ranging from small cafes placing a few kegs of beer outside to huge open-air stages hosting world-famous DJs. The Vondelpark is the place where children sell toys and perform. An experience you'll never forget. Normally held on April 27, but if that is a Sunday, it is celebrated one day earlier.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,KunstRAI,,,,,,,,"A modern art fair in the RAI exhibition and conference center. If you want to know what the latest developments are in Dutch galleries, this is where to find them all in one place.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.kunstrai.nl,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Art,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Holland Festival,,,,,,,,"A performing arts festival that brings together events from all over the world in the fields of music, opera, theater and dance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.hollandfestival.nl/en,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Taste of Amsterdam,,,,,,,,A culinary festival where you can explore the food of famous Amsterdam restaurants and their chefs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.tasteofamsterdam.com,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Open Garden Days,,,,,,,,"Normally you can see only the front of the canal houses, but during the Open Garden Days you get to go past the entrance and see the green world behind them, often bigger than you would have expected. You can buy one ticket that gives you entry to all participating gardens, and there is a special canal boat to take you from one location to another.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.opentuinendagen.nl,,,,Opentuinendagen,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Amsterdam Roots Festival,,,,,,,,A free open-air festival with music from non-Western countries accompanied by paid film and theater performances in the surrounding theaters.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://amsterdamroots.nl,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Julidans,,,,,,,,"International contemporary dance festival, always showing the latest developments in modern dance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.julidans.nl/,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Vondelpark Openluchttheater,,,,,,,,"This free festival offers many different performances every day. Go to the open air theater just by the fountain and let the entertainment do the work. From cabaret to drama to concerts to dance, there is something for everyone here and for all ages.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.openluchttheater.nl/,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Entertainment,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Amsterdam International Fashion Week,,,,,,,,"Twice a year, this event presents young and upcoming fashion in Europe with a focus on Dutch design.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.amsterdamfashionweek.com/en,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Robeco Summer Nights,,,,,,,,Affordable classical music concerts taking place at the prestigious Concertgebouw.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.concertgebouw.nl/en/robeco-summernights,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,De Parade,,,,,,,,"Circus turns vintage, on an old-fashioned fairground with many different tents, the performers are each trying to attract their public, featuring spectacles of dance, theater, magic, art, animation and music.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Luther King Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.deparade.nl/,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Entertainment,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Amsterdam Pride,,,,,,,,"Amsterdam's gay pride on the first weekend in August. One of the biggest festivals in Amsterdam with parties, performances, workshops and a boat parade on the Prinsengracht on Saturday afternoon which is always well worth seeing by gays and straights alike.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.amsterdampride.nl,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Prinsengrachtconcert and Grachtenfestival,,,,,,,,"Third weekend of August each year. A free open-air classical music concert is held every year on a stage in the middle of the Prinsengracht. If you have a little boat, join the crowds and make sure to bring a bottle of rose wine or prosecco for full enjoyment. It takes place during the Grachtenfestival, a 10 days classical music festival with about 150 concerts throughout the city, but is organized independently from it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.grachtenfestival.nl/,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Sail Amsterdam,,,,,,,,"Tall-ships from all over the world come to visit the Amsterdam harbor every five years, the next one is in 2015.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://sail.nl/en/,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Uitmarkt,,,,,,,,"The opening of the cultural season in the last weekend of August, it offers a taste of the year to come with 30 min performances at different theaters, an extensive book market and many open-air concerts. All free.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.uitmarkt.nl,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,,,,,,,,,,,,
