addr:housenumber,payment:cash,contact:twitter,entrance,addr:street,drink,name:he,level,layer,guest_house,coffee,name:en,reservation,payment:notes,museum,service:bicycle:pump,article,roof:shape,memorial,internet_access:fee,name:de,payment:lightning,survey:date,title,addr:city,comment,lgbtq,tollFree,brand,contact:facebook,accessibility,description,latitude,disused:shop,name:ru,brand:wikipedia,source,addr:housename,common_tags,wikipedia,image,designation,brand:wikidata,wheelchair,checkIn,source:date,directions,name,description:ru,lastEdit,wheelchair:description,addr:postcode,diet:vegan,contact:tripadvisor,official_name,last_checked,second_hand,rooms,denomination,changing_table:wheelchair,address,checkOut,note,wheelchair:description:de,disused:tourism,wikidata,email,ref:rce,heritage,surveillance,check_date:opening_hours,takeaway,start_date,historic,indoor_seating,check_date,stroller,cuisine,beauty,craft_beer,payment:credit_cards,payment:onchain,addr:country,name:zh,shop,building:architecture,wikimedia_commons,religion,wifi,alt_name,unisex,contact:website,longitude,toilets:wheelchair,diet:vegetarian,name:ko,fee,name:lb,sport,contact:instagram,name:es,brewery,landuse,highchair,ref:bag,hours,drink:club-mate,stars,contact:phone,changing_table,toilets,url,name:da,changing_table:location,internet_access,alt,building,name:uk,outdoor_seating,atm,fax,name:nl,smoking,diet:gluten_free,heritage:operator,drive_through,toilets:access,opening_hours,name:ml,currency:XBT,operator,type,payment:coins,air_conditioning,delivery,bicycle_rental,landmark,building:levels,phone,contact:email,amenity,access,int_name,old_name,price,tourism,website,meal,Micheline,category,Service,room_facilities,accommodation_type,drink type,music type,Ambiental,price range,private_bath,air_conditioning,bath,balcony,view,kitchen,tv,bed_number,size
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Hotel Asterisk,,,,,,,,"Smallish, but clean and quiet rooms in two buildings across a residential street. Generous check-in/checkout, good breakfast (included). Close to tram stop, walk to Rijks/van Gogh museums. Hotel Asterisk represents hospitality in a casual, familial setting. Our young and enthusiastic staff will always try their utmost to make your stay as pleasant as possible. And because we actually live in the hotel, we remain very committed to the business and it allows us to swiftly remedy any complaints or small repairs that you forward to us. Each year, we renovate a number of rooms and we are continuously working to expand our range of service options. We take your feedback seriously, and we are always looking to improve our product by taking your suggestions to heart. During your stay at our hotel, you get to experience the warm, small-scale vibe of a family hotel while always enjoying top-level professional service. Information, tips, tickets There is no reason to be bored in Amsterdam. You will have plenty to do. We would therefore be happy to assist you in planning your stay. Upon check-in, you will receive extensive documentation and information about public transport or anything else you might like.",52.3589,,,,,,"wlan: 431, yes: 64, no: 20, X, , ",,,,,,14:00,,"From the station - Tram 16, 24, 25: Weteringscircuit",Kap,,,,,,,,,,,,,Den Texstraat 16,11:00,,,,,info@asteriskhotel.nl,,,,,,,,,,,,,,,,,,,,,,,,,,4.8939,,,,,,,,,,,,,,,2,,,,http://www.asteriskhotel.nl/en/,,,wlan,,,,,,+31 20 638 2790,,,,,,,,,,,sleep,,Nothing,,,,,+31 20 626 2396,,,,,,"€70, knock off a couple of euros by booking directly on their site",hotel,,,,,Clean. Friendly staff,"- Clean and quiet rooms
- Generous check-in/check-out
- Good breakfast (included)
- Proximity to tram stop
- Walkable distance to Rijks and van Gogh museums
- Casual, familial setting
- Young and enthusiastic staff
- Quick response to complaints and repairs
- Renovated rooms
- Range of service options
- Feedback is taken seriously for continuous improvement
- Warm, small-scale family hotel vibe
- Professional service
- Assistance in planning activities
- Extensive documentation and information upon check-in
- Public transport information provided",Hotel,,,,Cheap,Nothing,Nothing,Nothing,No,Nothing,No,Yes,Nothing,Small_rooms
113,,,,Weteringschans,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Blue Moon Bed & Breakfast,Amsterdam,,,,,,,"Bed & Breakfast opposite the Rijksmuseum. Iptv, De beste in Nederland Met iptv direct toegang tot 17.000 Tv zenders, en 200.000 Films en series (vod). Stream via jouw smart iptv app, via iptv smarters pro op smartphone of jouw eigen iptv box. Inclusief Adult tv, kinder zenders, Natuur, Sport, Nieuws zenders, Politiek tv, Live Events. Iptv; voordelen die je hebt met iptv kopen Iptv kopen in Nederland en direct toegang tot het volledige aanbod. Goedkoper tv kijken bestaat niet, al voor maar €4,99 per maand (Bij 1 Jaar abonnement). De beste en meest stabiele manier van televisie ontvangen. Wat krijg je zoal als je iptv koopt; 24/7 en onbeperkt toegang tot Nieuws, Sport evenementen, Films, videoland en Netflix - Professionele hulp bij het installeren van jouw iptv pakket. - Je hoeft zelf niks aan te passen alle updates worden door ons gedaan - Iptv kijken op iPhone, Android telefoon. - Alle zenders inclusief de premium kanalen, zijn in scherp beeldkwaliteit. Je hoeft geen dure abonnementen meer aan te sluiten. - Plug en play aansluiten, zowel bij een los abonnement als aanschaf van een compleet boxje - Iptv abonnement met het meeste aanbod Ons iptv abonnement vergelijken met anderen, wij garanderen altijd de beste service. Met een 99,9% uptime garantie. En geen verstoringen van tv. In Full HD & 4K kanalen, adult pakket, kinder pakket, - Abonnement geschikt voor gebruik op een tv kastje alle zenders - Voorzien van alle functionaliteiten zoals EPG (elektronische programmagids) Terugkijken, en programma’s herhalen. - zonder abonnement pre-paid, je betaald eenmalig en zit nergens aan vast - 58% van iptv ontvangers, ontvangt het met een m3u url, of Xtream Codes api via een app op tablet, smartphone, of smart tv Iptv: gebuiken op ieder apparaat Een betrouwbare iptv aanbieder in Nederland, geschikt voor ieder type apparaat of app. We ondersteunen elk type apparaat, Stalker portal, m3u, Xtream codes api. Onze service helpt je bij de installatie van jouw apparaat. Iptv op ieder apparaat via een beschikbare app Ons iptv totaal abonnement is geschikt voor alle soorten apps. Iedere app die beschikbaar is zowel voor Android als Ios, hebben we de passende gegevens beschikbaar. Je hoeft alleen door te geven op welk apparaat, of met welke app je iptv wil ontvangen. En wij kijken hoe we je verder kunnen helpen met de installatie. Veel gestelde vragen over iptv – FaQ Dit kunnen wij direct activeren, al binnen 10 minuten. Als je een bericht stuurt heb je direct contact met ons ja wij hebben een proef pakket beschikbaar, van 24 uur. Dan kun je het volledige pakket bekijken. Als je ernaar vraagt Nee, zodra het verlopen is, stopt het met werken. En kun jij zelf kiezen of je weer een nieuw abonnement wenst af te nemen Om gebruik te maken van iptv heb je een abonnement van ons nodig. En een app, of box om het abonnement om op te laten draaien. Op dit moment kan je betalen met IDEAL. Dit is niet nodig, de verbinding loopt via onze server al via een VPN verbinding. Als jij zelf ook nog een vpn wil toevoegen dan kan dit natuurlijk. Ja dit kan op ieder type apparaat ontvangen worden. Wel heeft ieder ander apparaat, zijn eigen manier van inloggen. Wij helpen je bij de juiste login gegevens. Ja deze zijn beschikbaar. Je kunt in het menu zoeken naar welke taal ondertiteling jij wenst te hebben per film Wij hebben geen lijst van alle kanalen. We hebben een Test beschikbaar zodat jij live het volledige aanbod kunt bekijken. Schotel televisie werkt via de schotel, en het ontvangst is beperkt, en lastig uit te breiden. En in het geval van wind, of regen is er altijd storing. Dit is in principe de vernieuwde versie van schotel televisie. Je kunt iptv overal mee naartoe nemen, vergeleken met schotel televisie. Deze kun je overal mee naartoe nemen.",52.36033,,,,BAG,,", , , , X, X, , , yes: 2234, limited: 983, no: 881",,,,,no,,2014-02-11,,Carl Denig,,,,1017SB,,,,,,,,,Weteringschans 123A,,,,,,,,,,,,,,,,,,,,,,,,outdoor,,,,,,,,4.8888,,,,,,,,,,,,,,,,,,,http://www.bluemoon-amsterdam.nl,,,,,,,,,,,,,,,,,,,,sleep,,Nothing,,,,,+31 20 428 88 00,,,,,,From €105 to €165,,,,,,,"Possible facilities based on the description: TV, Air conditioning, IPTV (with access to 17,000 TV channels, 200,000 films and series), Adult TV, Kitchen, View, Balcony, Private bath.",Nothing,,,,medium,Nothing,Nothing,Nothing,Nothing,Nothing,Nothing,Yes,Nothing.,Nothing
18,,,,Westeinde,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Cocomama,Amsterdam,,,,,,,"Amsterdam's first boutique hostel. Free wifi, garden, fully equipped kitchen for guest use, livingroom. Very social atmosphere. All rooms en suite. You'll feel right at home in our Holland themed rooms. From private doubles to 6-bed dorms (and everything in between) – cocooning is something we take very seriously. Told you so. The best of both worlds. You'll feel right at home in our Holland themed rooms. From private doubles to 6-bed dorms (and everything in between) – cocooning is something we take very seriously. Told you so. The best of both worlds. Designed in a Dutch Tulips theme, this cosy basement room comes with a double bed, en-suite bathroom, bedding, towels and free WIFI! This forest-inspired, cosy room comes with a double bed, en-suite bathroom, bedding, towels, and free WIFI! P.S. damp forest smell not included. For those with a touch of class, this royal inspired room comes with a circular queen-sized bed, en-suite bathroom, linen, towels and free WIFI. This farm-inspired room comes with a queen-sized bed, en-suite bathroom, linen, towels and free WIFI! - don’t worry it doesn’t smell like a farm. Not too large, not too little. Just cosy enough to bring back those PJ-party memories. Each comes with bedding, an en-suite bathroom, bed light, multiple power outlets and luggage lockers. We have four 4-bed dorms in the following themes: Cheese, KLM, Bike and more! Inspired by the artwork of Van Gogh, this room comes with a double bed, en-suite bathroom, linen, towels, and free WIFI (Guests are not required to cut their ear off). For those on a budget, we have our triple-decked custom-made bunks. Each bed comes with a private curtain, bed light, multiple power outlets, an en-suite bathroom and luggage lockers. We have two 6-bed dorms, one is Windmill themed and the other Boerenbont (google it!). With a single bed on the bottom and a double bed on top, our Sky room is perfect for 3 guests. It comes with an en-suite bathroom, linen, towels, and free WIFI. All dorms offer multiple power outlets and luggage lockers (which can be locked with a padlock). Linen is always included. Towels are included in our double rooms and for rent or purchase in our dorms. Free WiFi everywhere. Get an exclusive 10% off your next booking with MAMA! Benefit from all our available public rates! It's the place where you make friends, where travel stories are shared & where you'll fit right in. At MAMA, you're not on your own. It's the place where you make friends, where travel stories are shared & where you'll fit right in. At MAMA, you're not on your own. Planning & research, not the strongest suit for many of us. Luckily for you, our staff are extremely knowledgeable and know the ins and outs of the city. They're experienced local backpackers and are happy to share their tips and tricks to help you on your way. If you just want to take it easy and hang out with us (hey, we totally get it, we would do the same), we have our private cinema and a packed social calendar. We'll make sure by the time you leave, you've discovered the city like one of us. Cooking? WHAAAAT? Yes dears, we have a fully equipped open kitchen. Perfect for those sunny-side-ups and casual-style dinners (or that very much needed coffee in the morning). For those whose kitchen skills don't go further than popping that pizza in the oven – no worries, we won’t judge. Grocery stores and the famous Albert Cuyp market are just around the corner, so whatever happens, you won’t go hungry. Yes indeed. You've read that well. We have a garden. Right in the middle of the city. And the best part: it's yours too while at MAMA. Our living room is super cosy and the place where many of us hang out, night or day. Put your feet up, hang upside down or cuddle with your partners in crime. Mama puts her money where her mouth is, so when Mama says she cares – she really cares! Sustainability and giving back is at the forefront of what we do, and we’ve taken things to the next level with our local charity partner Mensen Maken Amsterdam. So… drumroll… We’re thrilled to announce that we are donating €5 from every direct reservation at Ecomama and Cocomama to Mensen Maken Amsterdam! That means that every time you book directly on the Ecomama or Cocomama websites, €5 will go towards supporting amazing local initiatives and projects for a brighter future. In the last three years Mensen Maken Amsterdam has funded well over 500 community projects, so we’re so excited to help them in their incredible journey. Read more about their work here. Take the next step towards sustainable travel and book your stay with the MAMAs today! At Mamas we don’t do ‘brand new’, not only is this way of doing things better for the environment, but it looks cool too - well at least we think so. Our reception desk is made of vintage books and upcycled materials and the hostel is full of pre-loved furniture and bric-a-brac. Plus, we have natural stone heating, water-efficient toilets and showers, double glazed windows, a grass roof for eco isolation and an environmentally friendly water system and waste recycling - cool right?! We call them our COCO-tribe. They're pretty awesome. They come from all over the world, come back each time Amsterdam hits their travel-agenda and have the best stories, pics and places to share. We call them our COCO-tribe. They're pretty awesome. They come from all over the world, come back each time Amsterdam hits their travel-agenda and have the best stories, pics and places to share. It's actually pretty simple, so we'll keep it short. We're here for those who want to explore the world but don't want to feel lost or on their own. For those who want to meet people, make friends (sometimes even for life), get inspired, explore and share their adventures. If you’re a backpacking newbie, one thing is for sure: you'll get around like a pro by the time you leave MAMA's. But be warned: the bugs for travelling we all get, they're nasty suckers. Travel-addicted for life is one of the most common side-effects we've seen so far. But hell, who cares. Just come and join our COCO-tribe.",52.35877,,,,BAG,,", , , , X, , no: 149, outside: 100, isolated: 7, separated: 7, dedicated: 3, yes: 1, , , , X, ",,,,,,4 pm,2014-02-11,,Cocomama,,,,1017ZP,,,,,,,,,Westeinde 18,12 pm,,,,Q111114729,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89866,,,,,,,,,,,,,,,,,,,http://www.cocomama.nl,,,,,,,,,,,outside,,,,,,,,Lotje,sleep,,Nothing,,,,,+31 6272 454,,,,,,"Private room €76 to €126, dorm €26 - €48",hostel,https://www.cocomama.nl,,,,Friendly staff,"Private bath, Air conditioning, Fully equipped kitchen, Free wifi, Garden, Living room, Multiple beds in dorm rooms, Linen and towels included, Power outlets in dorms, Luggage lockers, Private cinema, Social events, Knowledgeable staff, Sustainability initiatives, Reception desk made of vintage books, Pre-loved furniture, Water-efficient facilities, Grass roof for eco isolation, COCO-tribe community.",Hostel,,,,Medium,Yes,Nothing,Yes,Nothing,Nothing,Yes,No,6,Nothing
382-O,,,,Marnixstraat,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Hotel de Paris',Amsterdam,,,,,,,"Three star hotel. Avoid extra fees. Book directly with us. We guarantee our lowest price, always. Always enjoy Free & high speed Wi-Fi We are celebrating our 25th Anniversary WIN Hotels Group was founded in 1997. What began with a single hotel in Amsterdam city center has grown to become one of the prominent privately held hospitality companies in Amsterdam. Over the years, the group has expanded its offerings beyond independent hotel collections and established franchise partnerships with renowned hotel brands such as Hilton, Accor and Ascott. The diversified portfolio of the group encompasses three-star hotels to four-star luxury and business hotels, aparthotels, boutique and lifestyle hotels. All our hotels are conveniently located, including the city center and near major transportation hubs. This ensures quick access to the historic center, allowing you to immerse yourself in the city's charm within minutes. Our dedicated and enthusiastic team members represent the essence of Dutch hospitality and are eager to welcome you. Let your discovery of Amsterdam begin with the superb accommodations that WIN Hotels have to offer.",52.36547,,,,BAG,,", , , , X, , X, , , X",,,,,,,2014-02-11,,Hotel Marnix,,,,1016XX,,,,,,,,,Marnixstraat 372,,,,hotel,,,,,,,,,,,2023-06-21,,,,,,,,,,,,,,,,,4.87979,,,,,,,,,,,,,,,,,,,http://hoteldeparisamsterdam.nl/,,,,,,,,,,,,,,,,,,,,sleep,,Nothing,,,,,+31 20 623 75 24,,,,,,From €99,,https://www.marnixhotel.nl,,,,Friendly staff,"- Three-star hotel
- Free high-speed Wi-Fi
- Conveniently located
- Dedicated and enthusiastic team members for Dutch hospitality",Hotel,,,,medium,Nothing,Nothing,Nothing,Nothing,City view,Nothing,Nothing,Nothing,Nothing
415,,,,Marnixstraat,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Hotel La Boheme,Amsterdam,,,,,,,"Two star hotel with very friendly staff. Clean rooms and free wi fi. Hotel La Bohème Heart of Amsterdam Dear Guest Welcome to Amsterdam! Hotel La Bohème is a small eco-minded hotel in the centre of Amsterdam. Guests especially love us because of the location and our friendly staff. Together we will do our best to make you feel at home and have a pleasant experience in one of our 18 hotel rooms. What people say about Boheme Read what our guests have to say about la bohème. Practical information Everything you need to know about Hotel La Bohème. Stay in our Eco-Friendly Hotel Rooms We have 18 simple but clean rooms, almost all with private facilities. We make sure that the rooms are cleaned well every day, and fresh towels will be provided daily.",52.36455,,,,BAG,,", , , , X, , , , X",,,,,,,2014-02-11,,La Bohème,,,,1017PK,,,,,,,,,Marnixstraat 415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88108,,,,,,,,,,,,,,,,,,,http://www.la-boheme-amsterdam.com,,,,,,,,,,,,,,,,,,,,sleep,,No,,,,,+31 20 624 2828,,,,,,€80-130,hotel,https://www.la-boheme-amsterdam.com/,,,,Clean and friendly staff,"- Private bath
- Free wi-fi
- Clean rooms with daily cleaning
- Fresh towels provided daily
- Friendly staff",Hotel,,,,medium,Yes,No,Nothing,Nothing,Nothing,Nothing,Nothing,18,Small
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Jewel Canal Apartments,,,,,,,,"Two canal side apartments in the center of Amsterdam, close to the Dam Square. Suitable for holiday and business stays. Free high speed internet. Amsterdam Jewel Canal View Apartments Apartment Pearl. type: studio apartment - features: canal view - suitable for: 1 or 2 persons - location: Singel 235 - floor: third floor - Apartment Amber. type: loft apartment - features: canal view - suitable for: 1 or 2 persons - location: Singel 235 - floor: fourth floor - Apartment Ruby. type: large studio apartment - features: canal view - suitable for: 1 or 2 persons - location: Singel 214 - floor: fourth floor - Apartment Emerald. type: one bedroom apartment - features: canal view - suitable for: 1 or 2 persons - location: Singel 214 - floor: fifth floor -",52.37237,,,,,,"X, X, yes: 509, no: 131, only: 16, terrace: 12, pedestrian_zone: 11, sidewalk: 6, patio: 1, yes: 72, no: 22, unisex: 2, , yes: 2234, limited: 983, no: 881",,,,,no,,,,Cafe Het Paleis,,,,,,,,,,,,,Singel 235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88898,no,,,,,,,,,,,,,,,,,yes,http://www.amsterdamjewel.com,,,,,,,pedestrian_zone,,,,,,,,,,,,,sleep,,Nothing,,,,,+31 6 244 575 93,,cafe,,,,From €109 to €179,,,,,,,"- Private bath
- View
- Kitchen
- TV
- Number beds: suitable for 1 or 2 persons.",Apartment,,,,Nothing,Nothing,Nothing,Nothing,Nothing,Canal view,Nothing,Nothing,Nothing,Nothing
382-O,,,,Marnixstraat,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Marnix Hotel,Amsterdam,,,,,,,2 star hotel with dorm beds.,52.36546,,,,BAG,,", , , , X, , X, , , X",,,,,,,2014-02-11,,Hotel Marnix,,,,1016XX,,,,,,,,,Marnixstraat 382,,,,hotel,,,,,,,,,,,2023-06-21,,,,,,,,,,,,,,,,,4.87979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sleep,,Nothing,,,,,+31 20 664 6111,,,,,,"€79-95, dorm €30 per person",,https://www.marnixhotel.nl,,,,,- Dorm beds,Hostel,,,,Cheap,Nothing,Nothing,Nothing,Nothing,Nothing,No,Nothing,Nothing,Nothing
4,,,,Nicolaas Witsenstraat,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Hotel Nicolaas Witsen,Amsterdam,,,,,,,"3-star hotel in the city center of Amsterdam nearby Heineken factory. Ons hotel heeft een geschiedenis van ruim 40 jaar als een gezellig familiebedrijf in het hart van Amsterdam. Van 2021 tot 2023 hebben we een allesomvattende renovatie uit gevoerd om onze boetiekstijl en duurzame aanpak te versterken en onze gasten een nog betere ervaring te bieden. In mei 2023 hebben we onze deuren weer geopend. Onze renovatie heeft ons in staat gesteld om onze kamers te voorzien van moderne faciliteiten en stijlvolle boetiek inrichting, terwijl we tegelijkertijd onze toewijding aan duurzaamheid hebben verbeterd. We zijn er trots op dat we onze gasten een comfortabel en milieuvriendelijk verblijf kunnen bieden. Onze gezellige bar en lobby zijn ook volledig vernieuwd, waardoor deze nu nog gezelliger en uitnodigend is. Hier kunt u ontspannen en genieten van een drankje, terwijl u zich thuis voelt in onze huiselijke sfeer. We zijn erg enthousiast om onze gasten weer te mogen verwelkomen en hun een onvergetelijk verblijf te bieden in ons vernieuwde hotel. Of u nu naar Amsterdam komt voor zaken of plezier, ons hotel is de perfecte keuze voor iedereen die op zoek is naar een duurzame, boetiekervaring in het centrum van de stad. Hotel Nicolaas Witsen is door haar gunstige ligging aan de rand van het centrum geschikt voor zowel een lang verblijf, als voor een nachtje Amsterdam. Op nog geen 5 minuten lopen bevindt zich de Heineken Experience en Amsterdam Canal cruises, maar ook het Rijksmuseum en het Van Goghmuseum bevinden zich op nog geen 10 minuten lopen van ons hotel. Daarnaast zijn de volgende locaties zeer goed te bereiken vanuit ons hotel. Theater Carré Paradiso RAI Amsterdam AFAS Live Amsterdam Arena Ziggo Dome Hotel Nicolaas Witsen is gelegen in de Nicolaas Witsenstraat in Amsterdam. Nicolaas Witsen was een belangrijk persoon die rond 1700 leefde. Hij was cartograaf, dertien keer burgermeester van Amsterdam, diplomaat en schrijver. Amsterdam is in de loop van de eeuwen enorm uitgebreid. De plek waar Hotel Nicolaas Witsen nu staat was vroeger de rand van de stad. Rond 1850 stond hier een gasfabriek, ‘De Hollandsche Gazfabriek’. De gasfabriek is gesloten en er kwamen woningen voor in de plaats. Met de uitbreiding van Amsterdam bevindt Hotel Nicolaas Witsen zich tegenwoordig juist in het midden van heel veel bezienswaardigheden, aan de rand van het centrum, maar midden in de stad.",52.35889,,,,,,", , , , , X, , , , X",,,,,,,,,Hotel Nicolaas Witsen,,,,1017ZH,,,,,,,,,Nicolaas Witsenstraat 4,,,,,,info@hotelnicolaaswitsen.nl,,,,,,,,,,,,,,,,NL,,,,,,,,,,4.89609,,,,,,,,,,,,,,,3,,,,http://www.hotelnicolaaswitsen.nl/,,,,,,,,,+31 20 620 51 13,,,,,,,,,,,sleep,,Nothing,,,,,+31 20 623 6143,,,,,,€132,hotel,https://www.hotelnicolaaswitsen.nl/,,,,,"- Private bath
- Air conditioning
- TV
- Size: boutique style
- Bar and lobby
- Cozy atmosphere
- Nearby attractions such as Heineken Experience, Amsterdam Canal cruises, Rijksmuseum, and Van Goghmuseum",Hotel,,,,Medium,Nothing,Nothing,Nothing,Nothing.,City view,Nothing,Yes,Nothing.,Nothing
97,,,,Leidsekade,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Eden Amsterdam American Hotel,Amsterdam,,,,Hard Rock Hotel,,,"Listed as an Art Nouveau monument, the hotel is right in the heart of Leidseplein Square. Both Café Americain and Bar Americain are in the hotel, famous for celebrity and VIP spotting.",52.36382,,,,,,", , , , X, , X, X, X, , , , , , X, X, yes: 2234, limited: 983, no: 881, , , ",nl:American Hotel,,,Q109275902,yes,,,,Hard Rock Hotel Amsterdam American,,,entrance at the side!,1017PN,,,Hard Rock Hotels & Resorts,,,,,,Leidsekade 97,,,,,Q2248135,info@hrhamsterdam.com,,,,,,,,,2023-06-21,,,,,,,,,,,,,,,,,4.88123,yes,,,,,,,,,,,,,,4s,,,,https://www.amsterdamamericanhotel.com,,,,A member of Summit Hotels and Resorts,,,,,,,,,,,,,,,,sleep,,Nothing,,,,,+31 20 556 3000,,,,,,€100-200,hotel,https://www.hardrockhotels.com/amsterdam-american/,,,,,"- Location in the heart of Leidseplein Square
- Café Americain and Bar Americain within the hotel
- Famous for celebrity and VIP spotting",Hotel,,,,Medium,Nothing,Nothing,Nothing,Nothing,City view,No,Yes,Nothing,Nothing
341,,,,Herengracht,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Hotel Ambassade,Amsterdam,,,,,,,"Four star hotel on one of the main canals. Writers that stayed here left signed copies of their books in the hotel's library. Discover Our Amsterdam Boutique Hotel Your home away from home since 1953 The Ambassade Hotel offers you the ideal base to explore the wonderful atmosphere of Amsterdam’s famous canals. Indulge yourself in the charm and comfort of our hotel, located in the heart of one of the most beautiful cities in the world. Rooms & suites At the Ambassade Hotel we offer our guests 55 unique rooms & suites, all different in size and shape. Our rooms are situated in fifteen historic Amsterdam canal houses. All uniquely decorated with colourful interior & original CoBrA-artworks. By booking directly through our website, you will enjoy the best available rate, receive up to 35% off breakfast, and be eligible for a free room upgrade if available. Restaurant & Bar Discover our French-inspired cuisine with a modern twist, paired with a wonderful selection of wines and cocktails. Restaurant Ambassade is open 7 days a week for breakfast, lunch and dinner. Art & Literature The Ambassade Hotel started collecting original Cobra artworks in the year 2001. Nowadays, this one-of-a-kind collection contains more than 800 artworks, visible in all rooms and public areas of the hotel. In our Library Bar you will find a unique collection of over 5000 books, all signed by authors who stayed at the Ambassade Hotel. Special Offers Discover Amsterdam’s seasonal charm with our exclusive room packages. Whether you’re captivated by blooming tulips in spring, enchanted by canal cruises in summer, mesmerized by autumn foliage, or drawn to winter festivities, we have the perfect experience for every season.",52.3694,,,,BAG,,", , , , X, , , , , X",,,,,,,2014-02-11,,Ambassade Hotel,,,,1016AZ,,,,,,,,,Herengracht 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88722,,,,,,,,,,,,,,,4,,,,http://www.ambassade-hotel.nl,,,,,,,,,,,,,,,,,,,,sleep,,Nothing,,,,,+31 20 555 02 22,,,,,,€195,hotel,https://www.ambassade-hotel.nl/nl/home,,,,,"Based on the description, the room facilities at Ambassade Hotel may include:
- Private bath
- Air conditioning
- View
- TV
- Number beds (not specified)
- Size (not specified)",Hotel,,,,Nothing,Nothing,Nothing,Nothing,Nothing,City view.,Nothing,Yes,Nothing,Nothing
323,,,,Prinsengracht,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Hotel Pulitzer,Amsterdam,,,,,,,"25 restored 17th and 18th century canal houses overlooking two of the city's most picturesque canals, Prinsengracht and Keizersgracht, and made famous in Ocean's 12. The discovery starts at Pulitzer 25 Golden Age canal houses, home to more than four centuries of Dutch heritage Discover quintessential Dutch elegance set within twenty-five restored 17th and 18th century houses. This 5-star hotel offers intimate guest rooms, tranquil inner gardens, multiple meeting & event spaces, an award winning bar and a restaurant serving simple yet beautifully crafted dishes. Pulitzer Amsterdam is a unique blend of traditional Dutch craftsmanship and modern design nestled amongst the city’s most iconic canals. Discover our Seasonal Offers Pulitzer in Bloom Admire Amsterdam during the summer season. Spend the night at Pulitzer Amsterdam including breakfast and refreshing drinks in one of our two inner gardens. Our most generous rate If you are searching for the very best price, you are in the correct place. Our most generous rate is guaranteed on our website, always. Family Adventure Searching for the perfect place in the heart of the city to create memorable memories with your loved ones? Enjoy a family get away in Pulitzer and discover all the beauty that Amsterdam has to offer. Discover Rembrandt Step back into the 17th century and immerse yourself in the world of Rembrandt van Rijn with a visit to the Rembrandt House Museum, and an overnight stay in one of our unique rooms or suites. Finding Frans Hals Uncover the artistry of the Dutch Golden Age with our Finding Frans Hals experience, including an overnight stay, breakfast, skip-the-line tickets to the Frans Hals exhibition at the Rijksmuseum, and a special Frans Hals-inspired room amenity.",52.37267,,,,BAG,,", , , , X, X, , , , , , X, yes: 2234, limited: 983, no: 881, , , ",nl:Hotel Pulitzer,,,,yes,,2014-02-11,,Pulitzer,,,,1016GZ,,,,,,,,,Prinsengracht 315-331,,,,,Q4500456,info@pulitzeramsterdam.com,,,,,,,,,,,,,,,,,,,,Category:Hotel Pulitzer,,,,,,4.88328,,,,,,,,,,,,,,,5s,,,,http://www.pulitzeramsterdam.com/,,,,,,,,,,,,,,,,,,,,sleep,,Nothing,,,,,+31 20 523 5235,,,,,,€259,hotel,https://www.pulitzeramsterdam.com/,,,,,"- Private bath in each guest room
- Air conditioning 
- View of the picturesque canals 
- Intimate guest rooms 
- Tranquil inner gardens 
- Restaurant serving beautifully crafted dishes 
- Multiple meeting & event spaces 
- Award winning bar 
- Unique blend of traditional Dutch craftsmanship and modern design",Hotel,,,,Expensive,Nothing,Nothing,Yes,Yes,City view,Nothing,Yes,Nothing.,Large
